Product_ID,Product_Name,Category,Supplier,Warehouse,Stock_Level,Reorder_Point,Unit_Cost,Unit_Price,Turnover_Rate,Last_Restocked_Date,Expiry_Date
SKU-04500,Compact Cap,Apparel,Supplier_Pioneer,Warehouse_Overflow,1,56,20.88,49.89,2.11,06/26/2026,
SKU-04501,Heavy-Duty Sticky Notes,Office Supplies,Supplier_Orion,Warehouse_South,60,25,29.92,62.44,7.39,04/11/2026,
SKU-04502,Advanced Notebook,Office Supplies,Supplier_Sigma,Warehouse_South,278,55,41.15,102.42,2.67,07/02/2026,
SKU-04503,Compact Rice Bag,Grocery,Supplier_Nova,Warehouse_West,360,45,6.89,14.49,3.33,05/30/2026,05/12/2026
SKU-04504,Deluxe Router,Electronics,Supplier_Orion,Warehouse_South,26,43,25.55,34.79,2.47,03/31/2026,
SKU-04505,Compact Stool,Furniture,Supplier_Gamma,Warehouse_Overflow,0,48,14.79,26.08,2.01,02/20/2026,
SKU-04506,Ultra Rice Bag,Grocery,Supplier_Atlas,Warehouse_Central,501,33,12.45,15.63,5.1,02/02/2026,05/22/2028
SKU-04507,Standard Blender,Home & Kitchen,Supplier_Delta,Warehouse_East,116,48,10.83,17.8,5.8,06/30/2026,
SKU-04508,Eco Keyboard,Electronics,Supplier_Delta,Warehouse_West,92,15,9.56,21.23,1.7,01/20/2026,
SKU-04509,Classic Binder,Office Supplies,Supplier_Epsilon,Warehouse_North,46,29,24.44,46.98,2.19,02/22/2026,
SKU-04510,Smart Shampoo,Health & Beauty,Supplier_Gamma,Warehouse_West,53,18,20.2,36.29,4.71,06/18/2026,10/02/2026
SKU-04511,Portable Snack Bar,Grocery,Supplier_Omega,Warehouse_West,113,58,39.08,89.97,7.18,06/04/2026,11/05/2026
SKU-04512,Eco Sofa,Furniture,Supplier_Delta,Warehouse_South,95,30,21.12,30.21,3.59,06/27/2026,
SKU-04513,Premium Speaker,Electronics,Supplier_Pioneer,Warehouse_North,3,20,14.38,27.33,2.22,02/02/2026,
SKU-04514,Portable Toy Truck,Toys,Supplier_Nova,Warehouse_Central,413,57,13.91,28.4,2.86,02/26/2026,
SKU-04515,Pro Envelope Box,Office Supplies,Supplier_Summit,Warehouse_East,552,39,40.65,97.7,4.91,02/12/2026,
SKU-04516,Pro Hoodie,Apparel,Supplier_Vertex,Warehouse_West,332,10,14.96,21.13,1.93,01/27/2026,
SKU-04517,Eco Pen Pack,Office Supplies,Supplier_Vertex,Warehouse_North,421,36,27.35,57.95,2.07,05/24/2026,
SKU-04518,Smart Vitamin Pack,Health & Beauty,Supplier_Delta,Warehouse_South,69,57,14.51,18.28,3.28,01/16/2026,10/07/2027
SKU-04519,Premium Snack Bar,Grocery,Supplier_Zeta,Warehouse_Central,69,58,28.4,55.02,2.34,03/20/2026,05/09/2027
SKU-04520,Classic Webcam,Electronics,Supplier_Summit,Warehouse_South,0,15,33.2,67.68,2.5,04/13/2026,
SKU-04521,Wireless Camping Chair,Sports & Outdoors,Supplier_Sigma,Warehouse_West,12,52,8.16,18.7,1.39,02/01/2026,
SKU-04522,Wireless Whiteboard,Office Supplies,Supplier_Atlas,Warehouse_North,24,16,14.87,24.1,4.45,05/05/2026,
SKU-04523,Advanced Vitamin Pack,Health & Beauty,Supplier_Theta,Warehouse_South,49,57,7.87,16.57,6.53,03/26/2026,10/25/2027
SKU-04524,Portable Desk Organizer,Office Supplies,Supplier_Delta,Warehouse_Overflow,376,31,22.86,30.19,5.04,05/25/2026,
SKU-04525,Ultra Water Bottle,Sports & Outdoors,Supplier_Delta,Warehouse_East,94,43,19.53,29.09,1.05,04/16/2026,
SKU-04526,Ultra Coffee Table,Furniture,Supplier_Epsilon,Warehouse_Central,20,29,15.24,33.61,0.66,05/03/2026,
SKU-04527,Wireless Toaster,Home & Kitchen,Supplier_Nova,Warehouse_Central,82,54,18.36,43.34,0.01,06/22/2026,
SKU-04528,Standard Vitamin Pack,Health & Beauty,Supplier_Epsilon,Warehouse_Overflow,12,54,25.4,31.02,1.77,04/09/2026,02/26/2027
SKU-04529,Eco Pen Pack,Office Supplies,Supplier_Orion,Warehouse_Central,471,24,38.11,53.98,3.44,06/19/2026,
SKU-04530,Smart Olive Oil,Grocery,Supplier_Alpha,Warehouse_North,76,56,25.15,37.05,3.34,02/08/2026,04/14/2028
SKU-04531,Basic Rice Bag,Grocery,Supplier_Atlas,Warehouse_Overflow,23,18,30.53,57.25,3.9,03/13/2026,07/05/2026
SKU-04532,Premium Rice Bag,Grocery,Supplier_Sigma,Warehouse_North,161,27,7.8,10.92,5.33,02/03/2026,01/28/2028
SKU-04533,Advanced Cereal Box,Grocery,Supplier_Nova,Warehouse_North,43,55,32.57,80.41,5.86,05/30/2026,09/15/2027
SKU-04534,Heavy-Duty Jeans,Apparel,Supplier_Atlas,Warehouse_North,85,55,29.72,50.65,0.45,04/07/2026,
SKU-04535,Standard Notebook,Office Supplies,Supplier_Epsilon,Warehouse_South,94,45,10.98,15.21,1.45,02/10/2026,
SKU-04536,Deluxe Binder,Office Supplies,Supplier_Gamma,Warehouse_West,20,55,24.15,53.29,1.0,07/04/2026,
SKU-04537,Premium Cabinet,Furniture,Supplier_Gamma,Warehouse_South,6,51,15.27,29.48,1.03,02/14/2026,
SKU-04538,Classic Action Figure,Toys,Supplier_Delta,Warehouse_North,242,39,19.68,47.0,1.23,01/24/2026,
SKU-04539,Deluxe Tablet,Electronics,Supplier_Orion,Warehouse_East,479,20,27.22,65.77,5.32,05/08/2026,
SKU-04540,Classic Webcam,Electronics,Supplier_Theta,Warehouse_East,58,42,16.68,38.58,3.91,03/15/2026,
SKU-04541,Basic Snack Bar,Grocery,Supplier_Epsilon,Warehouse_West,78,55,61.59,119.09,1.93,01/22/2026,04/29/2028
SKU-04542,Heavy-Duty Notebook,Office Supplies,Supplier_Alpha,Warehouse_South,339,49,47.9,71.34,1.82,01/31/2026,
SKU-04543,Classic Rice Bag,Grocery,Supplier_Pioneer,Warehouse_North,81,15,12.11,21.28,3.1,04/02/2026,01/28/2028
SKU-04544,Advanced Snack Bar,Grocery,Supplier_Orion,Warehouse_South,235,52,64.17,117.26,2.37,06/08/2026,10/28/2027
SKU-04545,Advanced T-Shirt,Apparel,Supplier_Atlas,Warehouse_South,58,55,31.58,77.95,0.4,05/11/2026,
SKU-04546,Classic Camping Chair,Sports & Outdoors,Supplier_Epsilon,Warehouse_East,92,48,19.18,29.31,2.36,06/02/2026,
SKU-04547,Smart Speaker,Electronics,Supplier_Pioneer,Warehouse_East,28,31,39.47,69.67,3.05,07/03/2026,
SKU-04548,Premium Puzzle,Toys,Supplier_Epsilon,Warehouse_South,23,48,42.65,82.36,1.61,06/15/2026,
SKU-04549,Premium Action Figure,Toys,Supplier_Zeta,Warehouse_South,2,28,39.1,66.8,1.57,05/23/2026,
SKU-04550,Classic Mixing Bowl,Home & Kitchen,Supplier_Pioneer,Warehouse_South,114,31,38.66,52.45,2.93,03/09/2026,
SKU-04551,Heavy-Duty Hair Dryer,Health & Beauty,Supplier_Theta,Warehouse_Overflow,37,40,16.6,39.14,1.68,06/03/2026,10/30/2026
SKU-04552,Heavy-Duty Speaker,Electronics,Supplier_Epsilon,Warehouse_South,71,51,18.19,40.77,1.79,05/14/2026,
SKU-04553,Classic Cereal Box,Grocery,Supplier_Summit,Warehouse_Central,1,34,12.29,18.85,4.32,04/18/2026,08/25/2026
SKU-04554,Classic Shampoo,Health & Beauty,Supplier_Atlas,Warehouse_West,71,50,38.85,69.22,1.81,06/28/2026,03/22/2028
SKU-04555,Heavy-Duty Desk,Furniture,Supplier_Vertex,Warehouse_North,29,59,34.5,74.38,3.63,02/22/2026,
SKU-04556,Deluxe Stapler,Office Supplies,Supplier_Pioneer,Warehouse_Overflow,503,58,14.92,36.79,2.4,04/26/2026,
SKU-04557,Standard RC Car,Toys,Supplier_Beta,Warehouse_West,591,39,22.17,31.43,1.44,03/22/2026,
SKU-04558,Eco Doll,Toys,Supplier_Pioneer,Warehouse_West,426,54,20.6,41.81,6.62,01/23/2026,
SKU-04559,Advanced Soap Bar,Health & Beauty,Supplier_Beta,Warehouse_South,78,13,19.73,44.65,4.81,05/03/2026,11/26/2026
SKU-04560,Basic Car Charger,Automotive,Supplier_Atlas,Warehouse_East,21,35,42.5,52.43,0.91,01/15/2026,
SKU-04561,Eco Storage Container,Home & Kitchen,Supplier_Delta,Warehouse_South,7,16,28.9,65.15,6.03,06/11/2026,
SKU-04562,Basic Juice Bottle,Grocery,Supplier_Alpha,Warehouse_North,14,49,31.81,70.84,4.08,03/02/2026,07/27/2027
SKU-04563,Advanced Yoga Mat,Sports & Outdoors,Supplier_Theta,Warehouse_Central,14,57,72.16,173.22,1.77,05/20/2026,
SKU-04564,Advanced Tablet,Electronics,Supplier_Atlas,Warehouse_Central,442,21,24.05,31.5,2.92,04/15/2026,
SKU-04565,Ultra Tea Pack,Grocery,Supplier_Alpha,Warehouse_North,12,10,10.84,14.76,1.61,04/23/2026,05/09/2028
SKU-04566,Deluxe Shampoo,Health & Beauty,Supplier_Gamma,Warehouse_Central,2,15,23.51,44.06,0.28,01/12/2026,05/19/2028
SKU-04567,Heavy-Duty Rice Bag,Grocery,Supplier_Nova,Warehouse_West,34,10,21.62,50.44,4.39,06/23/2026,10/08/2027
SKU-04568,Advanced Juice Bottle,Grocery,Supplier_Theta,Warehouse_North,78,17,14.09,32.93,4.02,04/10/2026,10/03/2027
SKU-04569,Advanced Headphones,Electronics,Supplier_Vertex,Warehouse_East,410,53,18.0,37.98,2.89,04/14/2026,
SKU-04570,Smart Dumbbell Set,Sports & Outdoors,Supplier_Orion,Warehouse_East,33,57,34.88,62.2,2.7,01/11/2026,
SKU-04571,Compact Pen Pack,Office Supplies,Supplier_Orion,Warehouse_West,20,42,18.92,28.39,1.42,04/07/2026,
SKU-04572,Heavy-Duty Toy Truck,Toys,Supplier_Zeta,Warehouse_Central,8,13,14.15,25.71,2.02,02/12/2026,
SKU-04573,Compact Olive Oil,Grocery,Supplier_Summit,Warehouse_North,65,59,14.14,20.96,5.13,07/05/2026,12/13/2027
SKU-04574,Pro Kettle,Home & Kitchen,Supplier_Summit,Warehouse_East,2,49,20.41,45.0,5.98,04/03/2026,
SKU-04575,Wireless Mixing Bowl,Home & Kitchen,Supplier_Theta,Warehouse_West,53,15,21.45,37.49,4.61,07/02/2026,
SKU-04576,Wireless Socks Pack,Apparel,Supplier_Epsilon,Warehouse_Central,79,54,27.22,51.75,5.48,05/02/2026,
SKU-04577,Standard Socks Pack,Apparel,Supplier_Sigma,Warehouse_North,85,12,36.04,75.15,4.6,06/13/2026,
SKU-04578,Standard Pasta Pack,Grocery,Supplier_Zeta,Warehouse_East,347,24,40.01,75.39,2.08,05/11/2026,05/30/2027
SKU-04579,Smart Floor Mat,Automotive,Supplier_Orion,Warehouse_Central,565,15,24.24,52.89,3.66,06/05/2026,
SKU-04580,Heavy-Duty Board Game,Toys,Supplier_Delta,Warehouse_South,11,15,38.18,84.83,4.98,06/14/2026,
SKU-04581,Smart Vitamin Pack,Health & Beauty,Supplier_Pioneer,Warehouse_East,0,46,23.25,35.24,2.13,03/08/2026,02/18/2027
SKU-04582,Ultra Sneakers,Apparel,Supplier_Vertex,Warehouse_Central,113,36,20.37,32.34,1.67,04/04/2026,
SKU-04583,Portable Cutlery Set,Home & Kitchen,Supplier_Alpha,Warehouse_North,1,51,26.38,33.69,2.54,04/03/2026,
SKU-04584,Ultra Blender,Home & Kitchen,Supplier_Beta,Warehouse_Central,39,50,35.7,46.98,5.61,02/25/2026,
SKU-04585,Basic Doll,Toys,Supplier_Orion,Warehouse_South,116,55,15.91,36.25,2.04,02/18/2026,
SKU-04586,Eco Floor Mat,Automotive,Supplier_Zeta,Warehouse_North,472,14,37.64,55.64,3.57,02/14/2026,
SKU-04587,Heavy-Duty Jacket,Apparel,Supplier_Delta,Warehouse_South,37,48,23.97,54.77,4.71,04/20/2026,
SKU-04588,Portable Tablet,Electronics,Supplier_Gamma,Warehouse_North,0,26,6.94,17.22,1.79,06/01/2026,
SKU-04589,Heavy-Duty Doll,Toys,Supplier_Theta,Warehouse_North,0,32,28.92,43.83,1.98,04/14/2026,
SKU-04590,Ultra Toaster,Home & Kitchen,Supplier_Theta,Warehouse_West,10,26,20.93,37.64,4.92,01/19/2026,
SKU-04591,Standard Sticky Notes,Office Supplies,Supplier_Beta,Warehouse_North,103,50,25.0,47.45,0.38,05/29/2026,
SKU-04592,Heavy-Duty Pasta Pack,Grocery,Supplier_Sigma,Warehouse_Overflow,116,32,40.26,97.66,2.88,07/07/2026,05/25/2028
SKU-04593,Ultra Whiteboard,Office Supplies,Supplier_Summit,Warehouse_East,72,48,13.56,19.42,3.42,06/05/2026,
SKU-04594,Pro Sneakers,Apparel,Supplier_Summit,Warehouse_East,25,42,32.84,75.1,1.01,06/28/2026,
SKU-04595,Basic Cabinet,Furniture,Supplier_Vertex,Warehouse_East,48,11,11.76,28.75,3.16,05/02/2026,
SKU-04596,Heavy-Duty Building Blocks,Toys,Supplier_Alpha,Warehouse_West,45,19,11.61,22.3,4.17,01/11/2026,
SKU-04597,Basic Kettle,Home & Kitchen,Supplier_Vertex,Warehouse_East,0,28,35.1,49.07,1.45,01/13/2026,
SKU-04598,Heavy-Duty Snack Bar,Grocery,Supplier_Nova,Warehouse_North,159,49,33.17,54.2,5.62,02/08/2026,09/28/2027
SKU-04599,Heavy-Duty T-Shirt,Apparel,Supplier_Theta,Warehouse_Central,2,18,32.62,79.82,2.57,02/11/2026,
SKU-04600,Compact Coffee Beans,Grocery,Supplier_Nova,Warehouse_East,52,24,43.65,61.93,3.47,04/23/2026,05/27/2028
SKU-04601,Classic Cereal Box,Grocery,Supplier_Orion,Warehouse_North,2,52,17.26,31.65,1.77,06/25/2026,11/06/2026
SKU-04602,Wireless Storage Container,Home & Kitchen,Supplier_Alpha,Warehouse_East,60,33,12.13,17.55,3.41,04/24/2026,
SKU-04603,Ultra Vitamin Pack,Health & Beauty,Supplier_Atlas,Warehouse_West,237,21,7.7,18.29,2.71,01/24/2026,12/20/2026
SKU-04604,Wireless Sneakers,Apparel,Supplier_Orion,Warehouse_South,7,31,9.86,19.4,2.58,02/27/2026,
SKU-04605,Pro Kettle,Home & Kitchen,Supplier_Summit,Warehouse_Central,26,27,28.88,69.32,0.61,04/28/2026,
SKU-04606,Standard Toothbrush,Health & Beauty,Supplier_Pioneer,Warehouse_West,0,11,13.96,33.92,3.58,01/18/2026,01/30/2028
SKU-04607,Heavy-Duty Yoga Mat,Sports & Outdoors,Supplier_Gamma,Warehouse_West,23,24,38.93,71.46,3.46,02/24/2026,
SKU-04608,Portable Snack Bar,Grocery,Supplier_Gamma,Warehouse_East,27,51,5.27,12.74,2.66,02/22/2026,03/21/2027
SKU-04609,Advanced Floor Mat,Automotive,Supplier_Nova,Warehouse_Overflow,78,48,20.53,24.65,2.6,02/11/2026,
SKU-04610,Ultra T-Shirt,Apparel,Supplier_Pioneer,Warehouse_South,34,18,27.44,39.78,0.57,06/20/2026,
SKU-04611,Advanced Hoodie,Apparel,Supplier_Beta,Warehouse_East,489,31,18.06,38.9,1.67,02/15/2026,
SKU-04612,Deluxe Webcam,Electronics,Supplier_Pioneer,Warehouse_South,73,26,13.45,25.35,2.14,02/28/2026,
SKU-04613,Basic Cabinet,Furniture,Supplier_Nova,Warehouse_West,99,23,45.23,112.54,6.72,07/03/2026,
SKU-04614,Standard Tablet,Electronics,Supplier_Atlas,Warehouse_North,36,40,20.92,46.43,2.13,03/29/2026,
SKU-04615,Standard Pasta Pack,Grocery,Supplier_Epsilon,Warehouse_North,79,50,17.49,36.09,2.7,03/17/2026,11/13/2027
SKU-04616,Deluxe Socks Pack,Apparel,Supplier_Delta,Warehouse_Central,1,16,8.93,21.31,1.11,06/13/2026,
SKU-04617,Classic Backpack,Sports & Outdoors,Supplier_Atlas,Warehouse_East,118,56,17.99,29.47,5.9,06/05/2026,
SKU-04618,Eco Running Shoes,Sports & Outdoors,Supplier_Zeta,Warehouse_South,3,44,19.67,27.89,0.72,06/30/2026,
SKU-04619,Compact Socks Pack,Apparel,Supplier_Beta,Warehouse_West,74,43,20.8,39.75,2.99,03/11/2026,
SKU-04620,Wireless Backpack,Sports & Outdoors,Supplier_Pioneer,Warehouse_West,55,12,10.23,15.45,3.34,01/29/2026,
SKU-04621,Premium Yoga Mat,Sports & Outdoors,Supplier_Delta,Warehouse_North,5,11,14.2,21.33,1.13,05/10/2026,
SKU-04622,Basic Kettle,Home & Kitchen,Supplier_Orion,Warehouse_North,95,54,37.75,60.33,2.92,02/12/2026,
SKU-04623,Wireless Tea Pack,Grocery,Supplier_Theta,Warehouse_Overflow,467,36,16.06,33.37,4.71,05/31/2026,08/01/2026
SKU-04624,Heavy-Duty RC Car,Toys,Supplier_Alpha,Warehouse_East,59,54,7.85,9.66,2.96,05/13/2026,
SKU-04625,Wireless Soap Bar,Health & Beauty,Supplier_Atlas,Warehouse_South,18,11,13.43,30.96,3.29,03/22/2026,05/05/2028
SKU-04626,Pro Doll,Toys,Supplier_Vertex,Warehouse_Central,186,50,29.65,59.17,2.13,03/20/2026,
SKU-04627,Premium Cap,Apparel,Supplier_Gamma,Warehouse_East,84,14,22.92,36.58,0.61,04/22/2026,
SKU-04628,Basic Binder,Office Supplies,Supplier_Alpha,Warehouse_South,12,30,6.75,9.09,2.42,06/15/2026,
SKU-04629,Compact Building Blocks,Toys,Supplier_Beta,Warehouse_North,59,16,13.71,30.53,1.97,06/26/2026,
SKU-04630,Smart Envelope Box,Office Supplies,Supplier_Omega,Warehouse_South,72,34,20.0,35.35,2.22,05/11/2026,
SKU-04631,Classic Speaker,Electronics,Supplier_Nova,Warehouse_Central,97,54,19.26,34.01,3.17,06/01/2026,
SKU-04632,Deluxe Hoodie,Apparel,Supplier_Epsilon,Warehouse_North,108,10,26.46,47.93,1.01,04/03/2026,
SKU-04633,Pro Tent,Sports & Outdoors,Supplier_Atlas,Warehouse_North,37,18,23.42,40.71,1.93,02/14/2026,
SKU-04634,Ultra Running Shoes,Sports & Outdoors,Supplier_Delta,Warehouse_Central,46,11,27.42,51.2,9.95,02/17/2026,
SKU-04635,Basic Router,Electronics,Supplier_Orion,Warehouse_North,77,12,15.39,31.09,0.73,01/16/2026,
SKU-04636,Pro Floor Mat,Automotive,Supplier_Delta,Warehouse_West,107,53,16.17,28.46,0.34,02/15/2026,
SKU-04637,Deluxe Jacket,Apparel,Supplier_Sigma,Warehouse_North,372,46,14.3,35.24,5.95,04/29/2026,
SKU-04638,Basic Building Blocks,Toys,Supplier_Orion,Warehouse_West,22,53,15.91,27.32,3.36,01/15/2026,
SKU-04639,Deluxe Cutlery Set,Home & Kitchen,Supplier_Gamma,Warehouse_South,99,13,9.15,13.53,2.41,04/24/2026,
SKU-04640,Compact Dumbbell Set,Sports & Outdoors,Supplier_Summit,Warehouse_North,95,30,42.5,105.15,3.86,06/16/2026,
SKU-04641,Smart Vitamin Pack,Health & Beauty,Supplier_Orion,Warehouse_East,95,35,13.43,21.29,3.67,03/19/2026,08/04/2026
SKU-04642,Pro Socks Pack,Apparel,Supplier_Orion,Warehouse_West,324,53,21.94,44.03,4.69,01/24/2026,
SKU-04643,Smart Tent,Sports & Outdoors,Supplier_Delta,Warehouse_West,0,46,16.46,37.48,1.01,06/09/2026,
SKU-04644,Premium Monitor,Electronics,Supplier_Beta,Warehouse_West,7,23,16.37,19.73,9.72,06/17/2026,
SKU-04645,Premium Cookware Set,Home & Kitchen,Supplier_Zeta,Warehouse_East,99,55,12.08,18.94,5.34,07/08/2026,
SKU-04646,Compact Cutting Board,Home & Kitchen,Supplier_Orion,Warehouse_East,93,19,11.67,22.07,3.9,03/07/2026,
SKU-04647,Advanced Board Game,Toys,Supplier_Omega,Warehouse_West,105,35,29.2,52.35,2.31,03/27/2026,
SKU-04648,Deluxe Coffee Beans,Grocery,Supplier_Orion,Warehouse_West,14,19,16.62,21.52,1.06,05/30/2026,11/16/2026
SKU-04649,Advanced Camping Chair,Sports & Outdoors,Supplier_Delta,Warehouse_West,6,46,10.17,18.11,3.7,01/14/2026,
SKU-04650,Basic Snack Bar,Grocery,Supplier_Vertex,Warehouse_East,39,27,13.93,18.63,2.03,03/29/2026,06/27/2028
SKU-04651,Classic Speaker,Electronics,Supplier_Zeta,Warehouse_North,47,36,30.73,46.86,1.21,05/09/2026,
SKU-04652,Deluxe Cutlery Set,Home & Kitchen,Supplier_Delta,Warehouse_North,80,26,12.94,28.12,0.79,03/19/2026,
SKU-04653,Advanced Stool,Furniture,Supplier_Pioneer,Warehouse_South,30,19,11.14,15.95,2.84,04/25/2026,
SKU-04654,Advanced Running Shoes,Sports & Outdoors,Supplier_Beta,Warehouse_Central,69,20,16.75,34.59,2.68,03/21/2026,
SKU-04655,Advanced Socks Pack,Apparel,Supplier_Atlas,Warehouse_West,50,56,30.64,75.52,0.82,03/05/2026,
SKU-04656,Compact Olive Oil,Grocery,Supplier_Pioneer,Warehouse_East,86,33,10.52,16.0,3.67,06/20/2026,07/31/2026
SKU-04657,Basic Dumbbell Set,Sports & Outdoors,Supplier_Zeta,Warehouse_South,8,28,24.85,38.2,5.86,06/20/2026,
SKU-04658,Ultra Notebook,Office Supplies,Supplier_Orion,Warehouse_North,1,53,22.27,54.32,7.78,02/03/2026,
SKU-04659,Standard Olive Oil,Grocery,Supplier_Theta,Warehouse_Central,94,25,42.62,88.0,2.34,04/10/2026,04/26/2027
SKU-04660,Deluxe Kettle,Home & Kitchen,Supplier_Delta,Warehouse_Central,21,32,22.27,49.02,5.43,06/27/2026,
SKU-04661,Wireless Binder,Office Supplies,Supplier_Orion,Warehouse_North,83,21,12.31,27.44,2.57,06/16/2026,
SKU-04662,Standard Notebook,Office Supplies,Supplier_Vertex,Warehouse_Central,101,28,13.57,29.16,5.44,05/21/2026,
SKU-04663,Basic Bed Frame,Furniture,Supplier_Theta,Warehouse_East,22,34,12.5,30.87,0.78,04/19/2026,
SKU-04664,Compact Backpack,Sports & Outdoors,Supplier_Atlas,Warehouse_South,17,12,23.8,37.06,3.63,06/28/2026,
SKU-04665,Pro Backpack,Sports & Outdoors,Supplier_Vertex,Warehouse_West,358,22,19.03,35.66,9.84,04/05/2026,
SKU-04666,Deluxe Cutting Board,Home & Kitchen,Supplier_Sigma,Warehouse_West,49,30,14.37,29.65,1.21,05/29/2026,
SKU-04667,Standard Webcam,Electronics,Supplier_Vertex,Warehouse_Central,50,31,28.69,60.81,3.18,05/12/2026,
SKU-04668,Advanced Dumbbell Set,Sports & Outdoors,Supplier_Gamma,Warehouse_North,198,56,24.48,35.49,0.63,03/19/2026,
SKU-04669,Portable Toy Truck,Toys,Supplier_Summit,Warehouse_South,114,38,66.13,154.62,0.93,01/22/2026,
SKU-04670,Smart Board Game,Toys,Supplier_Beta,Warehouse_South,93,58,9.45,21.35,1.65,02/09/2026,
SKU-04671,Classic Jeans,Apparel,Supplier_Epsilon,Warehouse_South,44,52,40.84,63.03,1.24,04/04/2026,
SKU-04672,Pro Tent,Sports & Outdoors,Supplier_Beta,Warehouse_East,29,34,7.7,14.69,1.41,06/29/2026,
SKU-04673,Heavy-Duty Cookware Set,Home & Kitchen,Supplier_Nova,Warehouse_South,107,32,30.25,47.89,4.31,01/23/2026,
SKU-04674,Advanced Charger,Electronics,Supplier_Epsilon,Warehouse_East,0,21,7.32,12.27,0.54,03/29/2026,
SKU-04675,Eco T-Shirt,Apparel,Supplier_Nova,Warehouse_South,173,58,6.19,11.72,6.18,01/11/2026,
SKU-04676,Eco Face Cream,Health & Beauty,Supplier_Summit,Warehouse_West,82,32,24.02,45.67,1.55,05/25/2026,03/12/2028
SKU-04677,Standard Headphones,Electronics,Supplier_Atlas,Warehouse_West,487,14,13.36,25.27,1.69,06/21/2026,
SKU-04678,Pro Floor Mat,Automotive,Supplier_Zeta,Warehouse_West,0,38,14.3,27.28,3.28,05/29/2026,
SKU-04679,Premium Building Blocks,Toys,Supplier_Sigma,Warehouse_North,559,14,61.38,124.42,1.6,03/28/2026,
SKU-04680,Eco Building Blocks,Toys,Supplier_Zeta,Warehouse_South,7,48,10.66,13.01,0.62,05/24/2026,
SKU-04681,Compact Juice Bottle,Grocery,Supplier_Delta,Warehouse_North,112,44,19.97,27.59,6.23,02/06/2026,04/12/2027
SKU-04682,Standard Cereal Box,Grocery,Supplier_Gamma,Warehouse_North,101,44,22.09,40.01,1.48,06/10/2026,11/01/2026
SKU-04683,Classic Soap Bar,Health & Beauty,Supplier_Pioneer,Warehouse_South,72,26,15.52,32.92,3.27,05/12/2026,06/08/2027
SKU-04684,Premium Cereal Box,Grocery,Supplier_Pioneer,Warehouse_North,113,39,21.38,39.81,3.52,05/29/2026,01/26/2027
SKU-04685,Eco Toaster,Home & Kitchen,Supplier_Beta,Warehouse_West,9,11,28.26,57.02,2.39,02/28/2026,
SKU-04686,Deluxe T-Shirt,Apparel,Supplier_Atlas,Warehouse_Overflow,42,24,27.96,68.83,2.68,05/21/2026,
SKU-04687,Smart Tablet,Electronics,Supplier_Alpha,Warehouse_North,109,32,19.62,42.17,2.63,01/13/2026,
SKU-04688,Ultra Keyboard,Electronics,Supplier_Beta,Warehouse_Central,56,51,6.48,15.69,3.43,01/18/2026,
SKU-04689,Heavy-Duty Envelope Box,Office Supplies,Supplier_Beta,Warehouse_North,111,35,7.81,9.56,6.22,02/25/2026,
SKU-04690,Premium Floor Mat,Automotive,Supplier_Summit,Warehouse_West,7,20,13.51,24.07,2.54,05/22/2026,
SKU-04691,Basic Jacket,Apparel,Supplier_Epsilon,Warehouse_West,32,33,25.24,41.92,4.26,04/29/2026,
SKU-04692,Pro Jacket,Apparel,Supplier_Omega,Warehouse_Central,19,18,24.04,50.9,1.57,02/04/2026,
SKU-04693,Smart Cap,Apparel,Supplier_Alpha,Warehouse_North,23,23,19.29,46.46,3.68,01/12/2026,
SKU-04694,Advanced Whiteboard,Office Supplies,Supplier_Delta,Warehouse_South,255,33,5.18,6.49,1.82,03/10/2026,
SKU-04695,Ultra Desk,Furniture,Supplier_Nova,Warehouse_North,98,16,31.6,40.27,2.21,04/17/2026,
SKU-04696,Compact Running Shoes,Sports & Outdoors,Supplier_Theta,Warehouse_South,6,19,13.18,27.34,1.01,04/06/2026,
SKU-04697,Pro Stapler,Office Supplies,Supplier_Vertex,Warehouse_Central,9,42,5.68,9.37,2.38,04/14/2026,
SKU-04698,Compact Binder,Office Supplies,Supplier_Pioneer,Warehouse_Central,116,42,44.72,65.47,1.41,02/08/2026,
SKU-04699,Heavy-Duty Router,Electronics,Supplier_Nova,Warehouse_West,23,55,25.69,62.71,1.68,05/04/2026,
SKU-04700,Heavy-Duty Floor Mat,Automotive,Supplier_Gamma,Warehouse_East,13,36,45.54,55.48,3.97,06/10/2026,
SKU-04701,Portable Cereal Box,Grocery,Supplier_Sigma,Warehouse_Central,0,17,26.28,40.9,0.92,06/25/2026,03/30/2027
SKU-04702,Standard Headphones,Electronics,Supplier_Gamma,Warehouse_East,32,23,19.09,31.14,2.53,04/10/2026,
SKU-04703,Pro Plush Bear,Toys,Supplier_Sigma,Warehouse_North,70,16,20.47,45.39,1.44,06/10/2026,
SKU-04704,Advanced Envelope Box,Office Supplies,Supplier_Atlas,Warehouse_Central,4,27,20.88,40.3,2.0,02/26/2026,
SKU-04705,Wireless Sneakers,Apparel,Supplier_Beta,Warehouse_South,29,35,9.84,16.01,4.02,04/07/2026,
SKU-04706,Ultra Stool,Furniture,Supplier_Epsilon,Warehouse_North,460,50,16.02,22.76,3.98,04/23/2026,
SKU-04707,Basic Cookware Set,Home & Kitchen,Supplier_Delta,Warehouse_North,412,24,7.17,10.63,4.17,02/13/2026,
